Site number,Site type,Transect,Species,Dead,Start,Stop,Difference,,Site number,Site type,Transect,Species,Dead,Live,Total,% cover dead,% cover live,% cover total
3,I,20,ARTRIW,,1650,1690,40,,,,,,,,,,,
3,I,20,ARTRIW,,2100,2190,90,,,,,,,,,,,
3,I,20,ARTRIW,,2550,2620,70,,,,,,,,,,,
3,I,20,ARTRIW,,3025,3090,65,,,,,,,,,,,
3,I,20,ARTRIW,,3575,3640,65,,,,,,,,,,,
3,I,20,ARTRIW,,3800,3890,90,,,,,,,,,,,
3,I,20,ARTRIW,,4025,4110,85,,,,,,,,,,,
3,I,20,ARTRIW,,4375,4395,20,,,,,,,,,,,
3,I,20,ARTRIW,,4455,4470,15,,,,,,,,,,,
3,I,20,ARTRIW,,4530,4535,5,,,,,,,,,,,
3,I,40,ARTRIW,X,680,800,120,,,,,,,,,,,
3,I,40,ARTRIW,X,885,900,15,,,,,,,,,,,
3,I,40,ARTRIW,X,1010,1015,5,,,,,,,,,,,
3,I,40,ARTRIW,X,1540,1600,60,,,,,,,,,,,
3,I,40,ARTRIW,X,2315,2350,35,,,,,,,,,,,
3,I,40,ARTRIW,X,3310,3380,70,,,,,,,,,,,
3,I,40,ARTRIW,X,3675,3680,5,,,,,,,,,,,
3,I,40,ARTRIW,X,4070,4120,50,,,,,,,,,,,
3,I,40,GRASPI,X,2595,2680,85,,,,,,,,,,,
3,I,40,ARTRIW,,30,35,5,,,,,,,,,,,
3,I,40,ARTRIW,,515,540,25,,,,,,,,,,,
3,I,40,ARTRIW,,800,885,85,,,,,,,,,,,
3,I,40,ARTRIW,,900,960,60,,,,,,,,,,,
3,I,40,ARTRIW,,1210,1220,10,,,,,,,,,,,
3,I,40,ARTRIW,,2885,2940,55,,,,,,,,,,,
3,I,40,ARTRIW,,4240,4315,75,,,,,,,,,,,
3,I,40,ARTRIW,,4640,4680,40,,,,,,,,,,,
3,I,60,ARTRIW,X,510,590,80,,,,,,,,,,,
3,I,60,ARTRIW,X,775,780,5,,,,,,,,,,,
3,I,60,ARTRIW,X,3980,4005,25,,,,,,,,,,,
3,I,60,ARTRIW,X,4595,4630,35,,,,,,,,,,,
3,I,60,ARTRIW,,55,230,175,,,,,,,,,,,
3,I,60,ARTRIW,,280,370,90,,,,,,,,,,,
3,I,60,ARTRIW,,635,650,15,,,,,,,,,,,
3,I,60,ARTRIW,,675,680,5,,,,,,,,,,,
3,I,60,ARTRIW,,970,1030,60,,,,,,,,,,,
3,I,60,ARTRIW,,1220,1225,5,,,,,,,,,,,
3,I,60,ARTRIW,,1235,1240,5,,,,,,,,,,,
3,I,60,ARTRIW,,1535,1595,60,,,,,,,,,,,
3,I,60,ARTRIW,,1895,1950,55,,,,,,,,,,,
3,I,60,ARTRIW,,2400,2460,60,,,,,,,,,,,
3,I,60,ARTRIW,,2770,2795,25,,,,,,,,,,,
3,I,60,ARTRIW,,2925,2940,15,,,,,,,,,,,
3,I,60,ARTRIW,,3880,3900,20,,,,,,,,,,,
3,I,60,ARTRIW,,4015,4025,10,,,,,,,,,,,
3,I,60,ARTRIW,,4040,4075,35,,,,,,,,,,,
3,I,60,ARTRIW,,4170,4185,15,,,,,,,,,,,
3,I,60,ARTRIW,,4210,4275,65,,,,,,,,,,,
3,I,60,ARTRIW,,4430,4440,10,,,,,,,,,,,
3,I,60,ARTRIW,,4580,4595,15,,,,,,,,,,,
3,I,60,ARTRIW,,4730,4755,25,,,,,,,,,,,
3,I,60,GRASPI,,4825,4840,15,,,,,,,,,,,
3,I,80,ARTRIW,X,2970,2995,25,,,,,,,,,,,
3,I,80,ARTRIW,X,3715,3750,35,,,,,,,,,,,
3,I,80,ARTRIW,X,3995,4000,5,,,,,,,,,,,
3,I,80,ARTRIW,X,4730,4780,50,,,,,,,,,,,
3,I,80,ARTRIW,,1105,1125,20,,,,,,,,,,,
3,I,80,ARTRIW,,1465,1485,20,,,,,,,,,,,
3,I,80,ARTRIW,,2105,2140,35,,,,,,,,,,,
3,I,80,ARTRIW,,2925,2970,45,,,,,,,,,,,
3,I,80,ARTRIW,,4040,4055,15,,,,,,,,,,,
3,I,80,ARTRIW,,4210,4235,25,,,,,,,,,,,
3,I,80,ARTRIW,,4340,4380,40,,,,,,,,,,,
3,I,80,ARTRIW,,4405,4490,85,,,,,,,,,,,
3,I,80,GRASPI,,735,845,110,,,,,,,,,,,
3,I,80,GRASPI,,1890,1970,80,,,,,,,,,,,
3,I,100,ARTRIW,X,2425,2490,65,,,,,,,,,,,
3,I,100,ARTRIW,X,2530,2550,20,,,,,,,,,,,
3,I,100,ARTRIW,X,3130,3160,30,,,,,,,,,,,
3,I,100,ARTRIW,X,3345,3360,15,,,,,,,,,,,
3,I,100,ARTRIW,X,3590,3615,25,,,,,,,,,,,
3,I,100,ARTRIW,X,3640,3645,5,,,,,,,,,,,
3,I,100,ARTRIW,X,3905,3910,5,,,,,,,,,,,
3,I,100,ARTRIW,X,3935,3980,45,,,,,,,,,,,
3,I,100,ARTRIW,,540,555,15,,,,,,,,,,,
3,I,100,ARTRIW,,690,700,10,,,,,,,,,,,
3,I,100,ARTRIW,,945,1060,115,,,,,,,,,,,
3,I,100,ARTRIW,,1405,1410,5,,,,,,,,,,,
3,I,100,ARTRIW,,2470,2500,30,,,,,,,,,,,
3,I,100,ARTRIW,,3020,3080,60,,,,,,,,,,,
3,I,100,ARTRIW,,3095,3130,35,,,,,,,,,,,
3,I,100,ARTRIW,,3300,3330,30,,,,,,,,,,,
3,I,100,ARTRIW,,3575,3595,20,,,,,,,,,,,
3,I,100,ARTRIW,,3740,3770,30,,,,,,,,,,,
3,I,100,ARTRIW,,4005,4060,55,,,,,,,,,,,
3,I,100,ARTRIW,,4220,4275,55,,,,,,,,,,,
3,I,100,ARTRIW,,4355,4440,85,,,,,,,,,,,
3,I,100,ARTRIW,,4655,4715,60,,,,,,,,,,,
3,I,100,GRASPI,,2680,2695,15,,,,,,,,,,,
4,I,0,ARTRIW,X,80,125,45,,,,,,,,,,,
4,I,0,ARTRIW,X,330,360,30,,,,,,,,,,,
4,I,0,ARTRIW,X,660,675,15,,,,,,,,,,,
4,I,0,ARTRIW,X,1240,1270,30,,,,,,,,,,,
4,I,0,ARTRIW,X,1470,1550,80,,,,,,,,,,,
4,I,0,ARTRIW,X,1715,1730,15,,,,,,,,,,,
4,I,0,ARTRIW,X,2170,2210,40,,,,,,,,,,,
4,I,0,ARTRIW,X,2495,2520,25,,,,,,,,,,,
4,I,0,ARTRIW,X,2760,2780,20,,,,,,,,,,,
4,I,0,ARTRIW,X,2815,2830,15,,,,,,,,,,,
4,I,0,ARTRIW,X,3470,3495,25,,,,,,,,,,,
4,I,0,ARTRIW,X,3685,3720,35,,,,,,,,,,,
4,I,0,ARTRIW,X,4385,4400,15,,,,,,,,,,,
4,I,0,ARTRIW,X,4755,4775,20,,,,,,,,,,,
4,I,0,ARTRIW,,420,500,80,,,,,,,,,,,
4,I,0,ARTRIW,,1190,1240,50,,,,,,,,,,,
4,I,0,ARTRIW,,1270,1290,20,,,,,,,,,,,
4,I,0,ARTRIW,,1325,1340,15,,,,,,,,,,,
4,I,0,ARTRIW,,1455,1470,15,,,,,,,,,,,
4,I,0,ARTRIW,,1575,1685,110,,,,,,,,,,,
4,I,0,ARTRIW,,1775,1815,40,,,,,,,,,,,
4,I,0,ARTRIW,,2085,2145,60,,,,,,,,,,,
4,I,0,ARTRIW,,2330,2400,70,,,,,,,,,,,
4,I,0,ARTRIW,,2465,2485,20,,,,,,,,,,,
4,I,0,ARTRIW,,2620,2655,35,,,,,,,,,,,
4,I,0,ARTRIW,,2725,2760,35,,,,,,,,,,,
4,I,0,ARTRIW,,2800,2815,15,,,,,,,,,,,
4,I,0,ARTRIW,,2850,2865,15,,,,,,,,,,,
4,I,0,ARTRIW,,3185,3195,10,,,,,,,,,,,
4,I,0,ARTRIW,,3760,3890,130,,,,,,,,,,,
4,I,0,ARTRIW,,4195,4215,20,,,,,,,,,,,
4,I,0,ARTRIW,,4410,4440,30,,,,,,,,,,,
4,I,0,ARTRIW,,4530,4545,15,,,,,,,,,,,
4,I,0,ARTRIW,,4570,4650,80,,,,,,,,,,,
4,I,20,ARTRIW,X,100,115,15,,,,,,,,,,,
4,I,20,ARTRIW,X,830,860,30,,,,,,,,,,,
4,I,20,ARTRIW,X,1510,1540,30,,,,,,,,,,,
4,I,20,ARTRIW,X,1930,1955,25,,,,,,,,,,,
4,I,20,ARTRIW,X,2540,2555,15,,,,,,,,,,,
4,I,20,ARTRIW,X,2825,2850,25,,,,,,,,,,,
4,I,20,ARTRIW,X,2940,2975,35,,,,,,,,,,,
4,I,20,ARTRIW,X,3160,3270,110,,,,,,,,,,,
4,I,20,ARTRIW,X,4065,4100,35,,,,,,,,,,,
4,I,20,ARTRIW,X,4630,4660,30,,,,,,,,,,,
4,I,20,ARTRIW,,0,5,5,,,,,,,,,,,
4,I,20,ARTRIW,,415,455,40,,,,,,,,,,,
4,I,20,ARTRIW,,690,730,40,,,,,,,,,,,
4,I,20,ARTRIW,,950,960,10,,,,,,,,,,,
4,I,20,ARTRIW,,1210,1315,105,,,,,,,,,,,
4,I,20,ARTRIW,,1890,1900,10,,,,,,,,,,,
4,I,20,ARTRIW,,1975,2015,40,,,,,,,,,,,
4,I,20,ARTRIW,,2270,2315,45,,,,,,,,,,,
4,I,20,ARTRIW,,2925,2940,15,,,,,,,,,,,
4,I,20,ARTRIW,,3975,4035,60,,,,,,,,,,,
4,I,40,ARTRIW,X,380,415,35,,,,,,,,,,,
4,I,40,ARTRIW,X,485,495,10,,,,,,,,,,,
4,I,40,ARTRIW,X,580,600,20,,,,,,,,,,,
4,I,40,ARTRIW,X,1045,1060,15,,,,,,,,,,,
4,I,40,ARTRIW,X,1190,1210,20,,,,,,,,,,,
4,I,40,ARTRIW,X,1525,1575,50,,,,,,,,,,,
4,I,40,ARTRIW,X,1705,1725,20,,,,,,,,,,,
4,I,40,ARTRIW,X,2045,2065,20,,,,,,,,,,,
4,I,40,ARTRIW,X,2520,2535,15,,,,,,,,,,,
4,I,40,ARTRIW,X,2600,2620,20,,,,,,,,,,,
4,I,40,ARTRIW,X,2705,2755,50,,,,,,,,,,,
4,I,40,ARTRIW,X,2870,2885,15,,,,,,,,,,,
4,I,40,ARTRIW,X,3135,3145,10,,,,,,,,,,,
4,I,40,ARTRIW,X,3530,3535,5,,,,,,,,,,,
4,I,40,ARTRIW,X,3825,3830,5,,,,,,,,,,,
4,I,40,ARTRIW,X,3965,4015,50,,,,,,,,,,,
4,I,40,ARTRIW,X,4710,4720,10,,,,,,,,,,,
4,I,40,ARTRIW,,240,280,40,,,,,,,,,,,
4,I,40,ARTRIW,,465,480,15,,,,,,,,,,,
4,I,40,ARTRIW,,745,795,50,,,,,,,,,,,
4,I,40,ARTRIW,,1085,1130,45,,,,,,,,,,,
4,I,40,ARTRIW,,1210,1260,50,,,,,,,,,,,
4,I,40,ARTRIW,,1575,1585,10,,,,,,,,,,,
4,I,40,ARTRIW,,2445,2495,50,,,,,,,,,,,
4,I,40,ARTRIW,,2515,2520,5,,,,,,,,,,,
4,I,40,ARTRIW,,2885,2900,15,,,,,,,,,,,
4,I,40,ARTRIW,,3010,3085,75,,,,,,,,,,,
4,I,40,ARTRIW,,3145,3175,30,,,,,,,,,,,
4,I,40,ARTRIW,,3555,3615,60,,,,,,,,,,,
4,I,40,ARTRIW,,4030,4070,40,,,,,,,,,,,
4,I,40,ARTRIW,,4100,4120,20,,,,,,,,,,,
4,I,40,ARTRIW,,4315,4330,15,,,,,,,,,,,
4,I,40,ARTRIW,,4345,4350,5,,,,,,,,,,,
4,I,40,ARTRIW,,4425,4470,45,,,,,,,,,,,
4,I,40,ARTRIW,,4525,4570,45,,,,,,,,,,,
4,I,40,ARTRIW,,4650,4700,50,,,,,,,,,,,
4,I,40,ARTRIW,,4900,4940,40,,,,,,,,,,,
4,I,60,ARTRIW,X,485,520,35,,,,,,,,,,,
4,I,60,ARTRIW,X,705,720,15,,,,,,,,,,,
4,I,60,ARTRIW,X,980,1000,20,,,,,,,,,,,
4,I,60,ARTRIW,X,1080,1100,20,,,,,,,,,,,
4,I,60,ARTRIW,X,1400,1420,20,,,,,,,,,,,
4,I,60,ARTRIW,X,1580,1615,35,,,,,,,,,,,
4,I,60,ARTRIW,X,1640,1650,10,,,,,,,,,,,
4,I,60,ARTRIW,X,1900,1950,50,,,,,,,,,,,
4,I,60,ARTRIW,X,2245,2260,15,,,,,,,,,,,
4,I,60,ARTRIW,X,3240,3255,15,,,,,,,,,,,
4,I,60,ARTRIW,X,3965,3980,15,,,,,,,,,,,
4,I,60,ARTRIW,X,4370,4375,5,,,,,,,,,,,
4,I,60,ARTRIW,X,4480,4520,40,,,,,,,,,,,
4,I,60,ARTRIW,X,4590,4620,30,,,,,,,,,,,
4,I,60,ARTRIW,,190,225,35,,,,,,,,,,,
4,I,60,ARTRIW,,520,590,70,,,,,,,,,,,
4,I,60,ARTRIW,,695,705,10,,,,,,,,,,,
4,I,60,ARTRIW,,760,780,20,,,,,,,,,,,
4,I,60,ARTRIW,,810,845,35,,,,,,,,,,,
4,I,60,ARTRIW,,930,980,50,,,,,,,,,,,
4,I,60,ARTRIW,,1000,1080,80,,,,,,,,,,,
4,I,60,ARTRIW,,1550,1575,25,,,,,,,,,,,
4,I,60,ARTRIW,,2020,2070,50,,,,,,,,,,,
4,I,60,ARTRIW,,2170,2180,10,,,,,,,,,,,
4,I,60,ARTRIW,,2375,2445,70,,,,,,,,,,,
4,I,60,ARTRIW,,2670,2790,120,,,,,,,,,,,
4,I,60,ARTRIW,,3220,3240,20,,,,,,,,,,,
4,I,60,ARTRIW,,3310,3320,10,,,,,,,,,,,
4,I,60,ARTRIW,,3340,3360,20,,,,,,,,,,,
4,I,60,ARTRIW,,3620,3675,55,,,,,,,,,,,
4,I,60,ARTRIW,,3720,3830,110,,,,,,,,,,,
4,I,60,ARTRIW,,3950,3955,5,,,,,,,,,,,
4,I,60,ARTRIW,,4060,4200,140,,,,,,,,,,,
4,I,60,ARTRIW,,4395,4440,45,,,,,,,,,,,
4,I,60,ARTRIW,,4520,4590,70,,,,,,,,,,,
4,I,60,ARTRIW,,4620,4625,5,,,,,,,,,,,
4,I,60,ARTRIW,,4640,4650,10,,,,,,,,,,,
4,I,60,ARTRIW,,4880,4980,100,,,,,,,,,,,
4,I,80,ARTRIW,X,0,5,5,,,,,,,,,,,
4,I,80,ARTRIW,X,220,245,25,,,,,,,,,,,
4,I,80,ARTRIW,X,385,395,10,,,,,,,,,,,
4,I,80,ARTRIW,X,405,460,55,,,,,,,,,,,
4,I,80,ARTRIW,X,480,515,35,,,,,,,,,,,
4,I,80,ARTRIW,X,560,565,5,,,,,,,,,,,
4,I,80,ARTRIW,X,1000,1015,15,,,,,,,,,,,
4,I,80,ARTRIW,X,1030,1060,30,,,,,,,,,,,
4,I,80,ARTRIW,X,1415,1425,10,,,,,,,,,,,
4,I,80,ARTRIW,X,1515,1585,70,,,,,,,,,,,
4,I,80,ARTRIW,X,1855,1890,35,,,,,,,,,,,
4,I,80,ARTRIW,X,2340,2345,5,,,,,,,,,,,
4,I,80,ARTRIW,X,2600,2610,10,,,,,,,,,,,
4,I,80,ARTRIW,X,2640,2655,15,,,,,,,,,,,
4,I,80,ARTRIW,X,2720,2745,25,,,,,,,,,,,
4,I,80,ARTRIW,X,2860,2890,30,,,,,,,,,,,
4,I,80,ARTRIW,X,2950,3000,50,,,,,,,,,,,
4,I,80,ARTRIW,X,3065,3080,15,,,,,,,,,,,
4,I,80,ARTRIW,X,3720,3725,5,,,,,,,,,,,
4,I,80,ARTRIW,X,3750,3790,40,,,,,,,,,,,
4,I,80,ARTRIW,X,4070,4090,20,,,,,,,,,,,
4,I,80,ARTRIW,X,4275,4285,10,,,,,,,,,,,
4,I,80,ARTRIW,X,4650,4660,10,,,,,,,,,,,
4,I,80,ARTRIW,,645,695,50,,,,,,,,,,,
4,I,80,ARTRIW,,940,955,15,,,,,,,,,,,
4,I,80,ARTRIW,,1015,1030,15,,,,,,,,,,,
4,I,80,ARTRIW,,1070,1075,5,,,,,,,,,,,
4,I,80,ARTRIW,,1125,1205,80,,,,,,,,,,,
4,I,80,ARTRIW,,1940,2000,60,,,,,,,,,,,
4,I,80,ARTRIW,,2570,2590,20,,,,,,,,,,,
4,I,80,ARTRIW,,2655,2670,15,,,,,,,,,,,
4,I,80,ARTRIW,,2695,2705,10,,,,,,,,,,,
4,I,80,ARTRIW,,3080,3150,70,,,,,,,,,,,
4,I,80,ARTRIW,,3405,3445,40,,,,,,,,,,,
4,I,80,ARTRIW,,3515,3530,15,,,,,,,,,,,
4,I,80,ARTRIW,,3875,3905,30,,,,,,,,,,,
4,I,80,ARTRIW,,4010,4070,60,,,,,,,,,,,
4,I,80,ARTRIW,,4180,4190,10,,,,,,,,,,,
4,I,80,ARTRIW,,4210,4250,40,,,,,,,,,,,
4,I,80,ARTRIW,,4400,4465,65,,,,,,,,,,,
4,I,80,ARTRIW,,4810,4840,30,,,,,,,,,,,
4,I,80,ARTRIW,,4970,5000,30,,,,,,,,,,,
4,I,100,ARTRIW,X,210,235,25,,,,,,,,,,,
4,I,100,ARTRIW,X,310,340,30,,,,,,,,,,,
4,I,100,ARTRIW,X,455,465,10,,,,,,,,,,,
4,I,100,ARTRIW,X,490,510,20,,,,,,,,,,,
4,I,100,ARTRIW,X,885,890,5,,,,,,,,,,,
4,I,100,ARTRIW,X,1225,1255,30,,,,,,,,,,,
4,I,100,ARTRIW,X,1340,1395,55,,,,,,,,,,,
4,I,100,ARTRIW,X,1570,1590,20,,,,,,,,,,,
4,I,100,ARTRIW,X,1625,1645,20,,,,,,,,,,,
4,I,100,ARTRIW,X,1700,1750,50,,,,,,,,,,,
4,I,100,ARTRIW,X,1815,1825,10,,,,,,,,,,,
4,I,100,ARTRIW,X,2165,2195,30,,,,,,,,,,,
4,I,100,ARTRIW,X,2230,2240,10,,,,,,,,,,,
4,I,100,ARTRIW,X,2530,2570,40,,,,,,,,,,,
4,I,100,ARTRIW,X,2660,2705,45,,,,,,,,,,,
4,I,100,ARTRIW,X,2930,2980,50,,,,,,,,,,,
4,I,100,ARTRIW,X,3140,3165,25,,,,,,,,,,,
4,I,100,ARTRIW,X,3370,3400,30,,,,,,,,,,,
4,I,100,ARTRIW,X,3465,3515,50,,,,,,,,,,,
4,I,100,ARTRIW,X,3770,3810,40,,,,,,,,,,,
4,I,100,ARTRIW,X,4260,4305,45,,,,,,,,,,,
4,I,100,ARTRIW,X,4400,4405,5,,,,,,,,,,,
4,I,100,ARTRIW,X,4460,4480,20,,,,,,,,,,,
4,I,100,ARTRIW,X,4515,4535,20,,,,,,,,,,,
4,I,100,ARTRIW,X,4730,4760,30,,,,,,,,,,,
4,I,100,ARTRIW,X,4875,4905,30,,,,,,,,,,,
4,I,100,ARTRIW,X,4940,4970,30,,,,,,,,,,,
4,I,100,ARTRIW,,95,150,55,,,,,,,,,,,
4,I,100,ARTRIW,,250,265,15,,,,,,,,,,,
4,I,100,ARTRIW,,285,310,25,,,,,,,,,,,
4,I,100,ARTRIW,,345,360,15,,,,,,,,,,,
4,I,100,ARTRIW,,415,450,35,,,,,,,,,,,
4,I,100,ARTRIW,,665,680,15,,,,,,,,,,,
4,I,100,ARTRIW,,765,885,120,,,,,,,,,,,
4,I,100,ARTRIW,,910,970,60,,,,,,,,,,,
4,I,100,ARTRIW,,1100,1225,125,,,,,,,,,,,
4,I,100,ARTRIW,,1295,1335,40,,,,,,,,,,,
4,I,100,ARTRIW,,1580,1625,45,,,,,,,,,,,
4,I,100,ARTRIW,,1750,1770,20,,,,,,,,,,,
4,I,100,ARTRIW,,1875,1985,110,,,,,,,,,,,
4,I,100,ARTRIW,,2410,2460,50,,,,,,,,,,,
4,I,100,ARTRIW,,2655,2670,15,,,,,,,,,,,
4,I,100,ARTRIW,,2895,2910,15,,,,,,,,,,,
4,I,100,ARTRIW,,4215,4235,20,,,,,,,,,,,
4,I,100,ARTRIW,,4340,4360,20,,,,,,,,,,,
4,I,100,ARTRIW,,4375,4385,10,,,,,,,,,,,
4,I,100,ARTRIW,,4410,4460,50,,,,,,,,,,,
4,I,100,ARTRIW,,4480,4515,35,,,,,,,,,,,
4,I,100,ARTRIW,,4700,4710,10,,,,,,,,,,,
4,I,100,ARTRIW,,4970,5000,30,,,,,,,,,,,
5,I,0,ARTRIW,X,210,265,55,,,,,,,,,,,
5,I,0,ARTRIW,X,475,520,45,,,,,,,,,,,
5,I,0,ARTRIW,X,1140,1145,5,,,,,,,,,,,
5,I,0,ARTRIW,X,1455,1465,10,,,,,,,,,,,
5,I,0,ARTRIW,X,2260,2275,15,,,,,,,,,,,
5,I,0,ARTRIW,X,2390,2465,75,,,,,,,,,,,
5,I,0,ARTRIW,X,2630,2645,15,,,,,,,,,,,
5,I,0,ARTRIW,X,2705,2720,15,,,,,,,,,,,
5,I,0,ARTRIW,X,2930,2965,35,,,,,,,,,,,
5,I,0,ARTRIW,X,3250,3280,30,,,,,,,,,,,
5,I,0,ARTRIW,X,3645,3650,5,,,,,,,,,,,
5,I,0,ARTRIW,X,4095,4115,20,,,,,,,,,,,
5,I,0,ARTRIW,X,4200,4235,35,,,,,,,,,,,
5,I,0,ARTRIW,X,4570,4590,20,,,,,,,,,,,
5,I,0,ARTRIW,,20,35,15,,,,,,,,,,,
5,I,0,ARTRIW,,180,210,30,,,,,,,,,,,
5,I,0,ARTRIW,,350,370,20,,,,,,,,,,,
5,I,0,ARTRIW,,850,860,10,,,,,,,,,,,
5,I,0,ARTRIW,,1430,1455,25,,,,,,,,,,,
5,I,0,ARTRIW,,2050,2070,20,,,,,,,,,,,
5,I,0,ARTRIW,,2220,2260,40,,,,,,,,,,,
5,I,0,ARTRIW,,2435,2440,5,,,,,,,,,,,
5,I,0,ARTRIW,,2690,2705,15,,,,,,,,,,,
5,I,0,ARTRIW,,2965,2975,10,,,,,,,,,,,
5,I,0,ARTRIW,,3390,3420,30,,,,,,,,,,,
5,I,0,ARTRIW,,3485,3535,50,,,,,,,,,,,
5,I,0,ARTRIW,,3700,3810,110,,,,,,,,,,,
5,I,0,ARTRIW,,3950,4000,50,,,,,,,,,,,
5,I,0,ARTRIW,,4085,4095,10,,,,,,,,,,,
5,I,0,ARTRIW,,4285,4310,25,,,,,,,,,,,
5,I,0,ARTRIW,,4925,4985,60,,,,,,,,,,,
5,I,20,ARTRIW,X,135,155,20,,,,,,,,,,,
5,I,20,ARTRIW,X,180,195,15,,,,,,,,,,,
5,I,20,ARTRIW,X,685,730,45,,,,,,,,,,,
5,I,20,ARTRIW,X,885,920,35,,,,,,,,,,,
5,I,20,ARTRIW,X,1170,1190,20,,,,,,,,,,,
5,I,20,ARTRIW,X,1615,1630,15,,,,,,,,,,,
5,I,20,ARTRIW,X,1645,1670,25,,,,,,,,,,,
5,I,20,ARTRIW,X,3480,3510,30,,,,,,,,,,,
5,I,20,ARTRIW,X,3530,3565,35,,,,,,,,,,,
5,I,20,ARTRIW,X,4110,4160,50,,,,,,,,,,,
5,I,20,ARTRIW,X,4175,4200,25,,,,,,,,,,,
5,I,20,ARTRIW,X,4445,4530,85,,,,,,,,,,,
5,I,20,ARTRIW,X,4705,4735,30,,,,,,,,,,,
5,I,20,ARTRIW,X,4925,4945,20,,,,,,,,,,,
5,I,20,ARTRIW,,830,880,50,,,,,,,,,,,
5,I,20,ARTRIW,,1240,1275,35,,,,,,,,,,,
5,I,20,ARTRIW,,1345,1370,25,,,,,,,,,,,
5,I,20,ARTRIW,,1470,1475,5,,,,,,,,,,,
5,I,20,ARTRIW,,1520,1530,10,,,,,,,,,,,
5,I,20,ARTRIW,,1870,1915,45,,,,,,,,,,,
5,I,20,ARTRIW,,1980,2040,60,,,,,,,,,,,
5,I,20,ARTRIW,,2055,2080,25,,,,,,,,,,,
5,I,20,ARTRIW,,2085,2125,40,,,,,,,,,,,
5,I,20,ARTRIW,,2230,2250,20,,,,,,,,,,,
5,I,20,ARTRIW,,2530,2545,15,,,,,,,,,,,
5,I,20,ARTRIW,,2875,2900,25,,,,,,,,,,,
5,I,20,ARTRIW,,3005,3055,50,,,,,,,,,,,
5,I,20,ARTRIW,,3310,3335,25,,,,,,,,,,,
5,I,20,ARTRIW,,3675,3710,35,,,,,,,,,,,
5,I,20,ARTRIW,,3765,3865,100,,,,,,,,,,,
5,I,20,ARTRIW,,3900,4005,105,,,,,,,,,,,
5,I,20,ARTRIW,,4160,4175,15,,,,,,,,,,,
5,I,20,ARTRIW,,4945,4960,15,,,,,,,,,,,
5,I,40,ARTRIW,X,115,120,5,,,,,,,,,,,
5,I,40,ARTRIW,X,1175,1290,115,,,,,,,,,,,
5,I,40,ARTRIW,X,1565,1575,10,,,,,,,,,,,
5,I,40,ARTRIW,X,1690,1740,50,,,,,,,,,,,
5,I,40,ARTRIW,X,2200,2220,20,,,,,,,,,,,
5,I,40,ARTRIW,X,2235,2260,25,,,,,,,,,,,
5,I,40,ARTRIW,X,2295,2310,15,,,,,,,,,,,
5,I,40,ARTRIW,X,2430,2435,5,,,,,,,,,,,
5,I,40,ARTRIW,X,2555,2560,5,,,,,,,,,,,
5,I,40,ARTRIW,X,2575,2580,5,,,,,,,,,,,
5,I,40,ARTRIW,X,2670,2680,10,,,,,,,,,,,
5,I,40,ARTRIW,X,2820,2835,15,,,,,,,,,,,
5,I,40,ARTRIW,X,2990,3020,30,,,,,,,,,,,
5,I,40,ARTRIW,X,3265,3340,75,,,,,,,,,,,
5,I,40,ARTRIW,X,3680,3710,30,,,,,,,,,,,
5,I,40,ARTRIW,X,3790,3810,20,,,,,,,,,,,
5,I,40,ARTRIW,X,4950,4980,30,,,,,,,,,,,
5,I,40,ARTRIW,,345,390,45,,,,,,,,,,,
5,I,40,ARTRIW,,410,415,5,,,,,,,,,,,
5,I,40,ARTRIW,,820,855,35,,,,,,,,,,,
5,I,40,ARTRIW,,1905,1920,15,,,,,,,,,,,
5,I,40,ARTRIW,,2220,2235,15,,,,,,,,,,,
5,I,40,ARTRIW,,2260,2295,35,,,,,,,,,,,
5,I,40,ARTRIW,,2690,2700,10,,,,,,,,,,,
5,I,40,ARTRIW,,2805,2815,10,,,,,,,,,,,
5,I,40,ARTRIW,,3020,3045,25,,,,,,,,,,,
5,I,40,ARTRIW,,3120,3130,10,,,,,,,,,,,
5,I,40,ARTRIW,,3140,3150,10,,,,,,,,,,,
5,I,40,ARTRIW,,3170,3190,20,,,,,,,,,,,
5,I,40,ARTRIW,,3210,3230,20,,,,,,,,,,,
5,I,40,ARTRIW,,3815,3845,30,,,,,,,,,,,
5,I,40,ARTRIW,,3965,3980,15,,,,,,,,,,,
5,I,40,ARTRIW,,4070,4085,15,,,,,,,,,,,
5,I,40,ARTRIW,,4515,4735,220,,,,,,,,,,,
5,I,40,ARTRIW,,4950,5000,50,,,,,,,,,,,
5,I,60,ARTRIW,X,210,310,100,,,,,,,,,,,
5,I,60,ARTRIW,X,685,750,65,,,,,,,,,,,
5,I,60,ARTRIW,X,780,805,25,,,,,,,,,,,
5,I,60,ARTRIW,X,1080,1145,65,,,,,,,,,,,
5,I,60,ARTRIW,X,1250,1320,70,,,,,,,,,,,
5,I,60,ARTRIW,X,1570,1600,30,,,,,,,,,,,
5,I,60,ARTRIW,X,1740,1765,25,,,,,,,,,,,
5,I,60,ARTRIW,X,1910,1935,25,,,,,,,,,,,
5,I,60,ARTRIW,X,1990,2020,30,,,,,,,,,,,
5,I,60,ARTRIW,X,2070,2085,15,,,,,,,,,,,
5,I,60,ARTRIW,X,2125,2140,15,,,,,,,,,,,
5,I,60,ARTRIW,X,2210,2230,20,,,,,,,,,,,
