"","X","subPlot","Plot.","NearestSage","TransectPair","Date","Litter","Bare","Crypto","Rock","Dung","FirstYearSeedlingDensity","BRTE_A","VUBR_A","ELCA_A","Inv_AG_A","ERCI_A","LASE_A","DESO_A","SATR_A","SIAL_A","LEPE_A","UJ1_A","CETE_A","ALMI_A","TRDU_A","Inv_AF_A","POSE_A","ELEL_A","PASM_A","ORHY_A","CARX_A","ACTH_A","Nat_PG_A","TEGL_A","ERNA_A","GRSP_A","CHVI_A","ARTR_A","Shrub_A","UNK9_A","DEPI_A","UJ10_A","UJ13_A","UJ8_A","Nat_AF_A","PHDI_A","UNKJ4_A","UJ11_A","UJ12_A","UJ14_A","UJ4_A","CABR_A","UJ9_A","UJ7_A","CROC_A","DICA_A","AMIN_A","UJ3_A","UNK11_A","UJ5_A","Nat_PF_A","Plot_Tran"
"321",321,"2-2","J06","0","C","2016/06/22",60,30,5,1,1,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,1,14,0,0,0,0,0,14,0,0,0,0,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J06C"
"322",322,"2-3","J06","0","C","2016/06/22",6,78,8,7,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J06C"
"323",323,"2-4","J06","0","C","2016/06/22",15,65,17,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J06C"
"324",324,"2-5","J06","0","C","2016/06/22",30,59,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,75,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J06C"
"325",325,"2-6","J06","0","C","2016/06/22",6,29,60,4,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,3,0,0,3.5,1,0,0,0,0,0,1,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J06C"
"326",326,"2-7","J06","0","C","2016/06/22",50,29,15,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,8,0,0,0,0,0,8,0,0,0,0,3,3,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"J06C"
"327",327,"2-8","J06","0","C","2016/06/22",1,75,12,10,0.5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J06C"
"328",328,"2-9","J06","0","C","2016/06/22",10,80,5,12,0.5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,11,0,0,0,0,0,11,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J06C"
"329",329,"2-10","J06","0","C","2016/06/22",85,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,18,4,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J06C"
"330",330,"2-11","J06","0","C","2016/06/22",81,9,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,10,1,0,0,0,0,11,0,0,0,0,8,8,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J06C"
"331",331,"1-1","J07","0","A","2016/06/28",5,90,0,4,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,5,0,0,0,0,0,5,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,"J07A"
"332",332,"1-2","J07","0","A","2016/06/28",71,25,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J07A"
"333",333,"1-3","J07","0","A","2016/06/28",20,75,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J07A"
"334",334,"1-4","J07","0","A","2016/06/28",10,87,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,4,0,0,0,0,0,4,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J07A"
"335",335,"1-5","J07","0","A","2016/06/28",30,63,0,2,0.5,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J07A"
"336",336,"1-6","J07","0","A","2016/06/28",31,60,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J07A"
"337",337,"1-7","J07","0","A","2016/06/28",15,80,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J07A"
"338",338,"1-8","J07","0","A","2016/06/28",20,74,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,8,0,0,0,0,8,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"J07A"
"339",339,"1-9","J07","0","A","2016/06/28",67,30,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,5,0,0,0,0,0,5,0,0,0,0,45,45,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,"J07A"
"340",340,"1-10","J07","0","A","2016/06/28",57,30,10,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,75,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J07A"
"341",341,"1-11","J07","0","A","2016/06/28",67,25,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J07A"
"342",342,"2-1","J07","0","A","2016/06/28",2,96,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J07A"
"343",343,"2-2","J07","0","A","2016/06/28",10,42,40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"J07A"
"344",344,"2-3","J07","0","A","2016/06/28",10,88,0,2,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J07A"
"345",345,"2-4","J07","0","A","2016/06/28",79,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J07A"
"346",346,"2-5","J07","0","A","2016/06/28",20,71,0.5,7,0.5,5,0.5,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0.5,6,0,0,0,0,0,6,0,0,0,0,0.5,0.5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"J07A"
"347",347,"2-6","J07","0","A","2016/06/28",51,40,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,15,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J07A"
"348",348,"2-7","J07","0","A","2016/06/28",92,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,65,65,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,"J07A"
"349",349,"2-8","J07","0","A","2016/06/28",91,4,1,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J07A"
"350",350,"2-9","J07","0","A","2016/06/28",79,10,0,0.5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J07A"
"351",351,"2-10","J07","0","A","2016/06/28",70,25,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,12,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J07A"
"352",352,"2-11","J07","0","A","2016/06/28",8,84,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J07A"
"353",353,"1-1","J07","0","B","2016/06/28",66,30,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,12,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J07B"
"354",354,"1-2","J07","0","B","2016/06/28",9,88,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J07B"
"355",355,"1-3","J07","0","B","2016/06/28",71,25,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J07B"
"356",356,"1-4","J07","0","B","2016/06/28",90,2,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,45,45,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,"J07B"
"357",357,"1-5","J07","0","B","2016/06/28",7,90,2,1,0.5,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J07B"
"358",358,"1-6","J07","0","B","2016/06/28",4,85,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"J07B"
"359",359,"1-7","J07","0","B","2016/06/28",10,76,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J07B"
"360",360,"1-8","J07","0","B","2016/06/28",10,82,1,5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J07B"
"361",361,"1-9","J07","0","B","2016/06/28",3,83,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J07B"
"362",362,"1-10","J07","0","B","2016/06/28",32,60,0,7,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J07B"
"363",363,"1-11","J07","0","B","2016/06/28",8,86,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J07B"
"364",364,"2-1","J07","0","B","2016/06/28",82,10,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,90,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J07B"
"365",365,"2-2","J07","0","B","2016/06/28",61,15,20,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,6,0,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J07B"
"366",366,"2-3","J07","0","B","2016/06/28",85,10,0,1,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J07B"
"367",367,"2-4","J07","0","B","2016/06/28",90,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,12,0,0,0,0,0,12,0,0,0,0,65,65,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"J07B"
"368",368,"2-5","J07","0","B","2016/06/28",12,86,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"J07B"
"369",369,"2-6","J07","0","B","2016/06/28",33,50,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,15,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J07B"
"370",370,"2-7","J07","0","B","2016/06/28",1,88,2,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J07B"
"371",371,"2-8","J07","0","B","2016/06/28",35,58,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J07B"
"372",372,"2-9","J07","0","B","2016/06/28",8,86,1,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J07B"
"373",373,"2-10","J07","0","B","2016/06/28",15,80,0,2,0.5,3,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,10,0,0,0,0,0,10,0,0,0,0,0.5,0.5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"J07B"
"374",374,"2-11","J07","0","B","2016/06/28",6,86,0.5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,"J07B"
"375",375,"1-1","J07","0","C","2016/06/28",65,32,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,11,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J07C"
"376",376,"1-2","J07","0","C","2016/06/28",5,84,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J07C"
"377",377,"1-3","J07","0","C","2016/06/28",69,25,0.5,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,15,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J07C"
"378",378,"1-4","J07","0","C","2016/06/28",10,61,1,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J07C"
"379",379,"1-5","J07","0","C","2016/06/28",80,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,9,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J07C"
"380",380,"1-6","J07","0","C","2016/06/28",13,78,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,"J07C"
"381",381,"1-7","J07","0","C","2016/06/28",5,88,1,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J07C"
"382",382,"1-8","J07","0","C","2016/06/28",12,85,1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J07C"
"383",383,"1-9","J07","0","C","2016/06/28",12,80,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,7,0,0,0,0,0,7,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J07C"
"384",384,"1-10","J07","0","C","2016/06/28",13,81,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J07C"
"385",385,"1-11","J07","0","C","2016/06/28",8,86,0.5,5,0.5,2,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,2,4,0,0,0,0,6,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J07C"
"386",386,"2-1","J07","0","C","2016/06/28",20,75,0.5,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"J07C"
"387",387,"2-2","J07","0","C","2016/06/28",86,10,0,0.5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,18,0,0,0,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J07C"
"388",388,"2-3","J07","0","C","2016/06/28",93,5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,55,55,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,"J07C"
"389",389,"2-4","J07","0","C","2016/06/28",3,90,0.5,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,"J07C"
"390",390,"2-5","J07","0","C","2016/06/28",7,88,0.5,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J07C"
"391",391,"2-6","J07","0","C","2016/06/28",5,86,1,7,0,8,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J07C"
"392",392,"2-7","J07","0","C","2016/06/28",10,87,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J07C"
"393",393,"2-8","J07","0","C","2016/06/28",66,30,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J07C"
"394",394,"2-9","J07","0","C","2016/06/28",87,10,0.5,0.5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,10,0,0,0,0,75,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J07C"
"395",395,"2-10","J07","0","C","2016/06/28",19,73,0,5,2,37,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J07C"
"396",396,"2-11","J07","0","C","2016/06/28",88,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,18,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J07C"
"397",397,"1-1","J08","0","A","2016/06/27",7,87,5,1,0.5,0,0.5,0,0,0.5,0,0,0,0,0,0,0,2,0,0,2,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J08A"
"398",398,"1-2","J08","0","A","2016/06/27",27,20,50,0.5,0.5,0,0.5,0,0,0.5,0,0,0,0,0,0,0,1,0,0,1,9,0,0,0,0,0,9,0,0,0,0,45,45,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J08A"
"399",399,"1-3","J08","0","A","2016/06/27",7,81,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,3,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J08A"
"400",400,"1-4","J08","0","A","2016/06/27",15,78,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,"J08A"
"401",401,"1-5","J08","0","A","2016/06/27",46,50,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,8,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J08A"
"402",402,"1-6","J08","0","A","2016/06/27",97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,80,80,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,"J08A"
"403",403,"1-7","J08","0","A","2016/06/27",15,78,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,"J08A"
"404",404,"1-8","J08","0","A","2016/06/27",20,74,0,3,1,0,0.5,0,0,0.5,0,0,0,0,0,0,0,3,0,0,3,5,0,0,0,0,0,5,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J08A"
"405",405,"1-9","J08","0","A","2016/06/27",20,77,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,"J08A"
"406",406,"1-10","J08","0","A","2016/06/27",10,66,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,"J08A"
"407",407,"1-11","J08","0","A","2016/06/27",13,81,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,"J08A"
"408",408,"2-1","J08","0","A","2016/06/27",15,67,15,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,8,0,0,0,0,0,8,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J08A"
"409",409,"2-2","J08","0","A","2016/06/27",3,92,0,5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,4,0,0,0,0,0,4,0,0,0,0,0.5,0.5,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J08A"
"410",410,"2-3","J08","0","A","2016/06/27",1,95,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J08A"
"411",411,"2-4","J08","0","A","2016/06/27",83,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.5,0,0,0,0,13.5,0,0,0,0,60,60,2,0,0,0,0,2,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,"J08A"
"412",412,"2-5","J08","0","A","2016/06/27",10,73,12,3,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,3,3,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,"J08A"
"413",413,"2-6","J08","0","A","2016/06/27",60,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,60,60,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,"J08A"
